times,counts_P,counts_R
2.0,18.0,6.0
2.0,13.0,5.0
2.0,17.0,9.0
2.0,11.0,2.0
2.0,4.0,5.0
2.0,21.0,9.0
2.0,19.0,3.0
2.0,21.0,6.0
2.0,25.0,15.0
2.0,18.0,5.0
2.0,1.0,0.0
2.0,13.0,4.0
2.0,19.0,19.0
2.0,17.0,8.0
2.0,7.0,2.0
2.0,9.0,8.0
2.0,18.0,17.0
2.0,23.0,25.0
2.0,20.0,6.0
2.0,15.0,7.0
2.0,13.0,2.0
2.0,11.0,18.0
2.0,13.0,7.0
2.0,17.0,11.0
2.0,16.0,5.0
2.0,4.0,1.0
2.0,22.0,23.0
2.0,16.0,8.0
2.0,7.0,3.0
2.0,18.0,7.0
2.0,23.0,23.0
2.0,21.0,4.0
2.0,18.0,7.0
2.0,11.0,15.0
2.0,16.0,8.0
2.0,25.0,13.0
2.5,18.0,15.0
2.5,16.0,2.0
2.5,27.0,5.0
2.5,18.0,9.0
2.5,22.0,12.0
2.5,19.0,2.0
2.5,19.0,10.0
2.5,20.0,6.0
2.5,11.0,1.0
2.5,13.0,5.0
2.5,20.0,9.0
2.5,18.0,2.0
2.5,21.0,23.0
2.5,14.0,1.0
2.5,10.0,1.0
2.5,27.0,11.0
2.5,18.0,4.0
2.5,24.0,2.0
2.5,25.0,12.0
2.5,15.0,2.0
2.5,10.0,3.0
2.5,20.0,5.0
2.5,37.0,17.0
2.5,24.0,10.0
2.5,18.0,8.0
2.5,29.0,6.0
2.5,13.0,2.0
2.5,27.0,11.0
2.5,17.0,6.0
2.5,20.0,10.0
2.5,35.0,22.0
2.5,27.0,17.0
2.5,23.0,6.0
2.5,15.0,1.0
2.5,30.0,10.0
2.5,22.0,7.0
2.5,16.0,9.0
2.5,10.0,3.0
2.5,20.0,3.0
2.5,4.0,0.0
2.5,24.0,4.0
2.5,26.0,5.0
2.5,20.0,6.0
2.5,15.0,1.0
2.5,2.0,0.0
2.5,14.0,6.0
2.5,16.0,2.0
2.5,17.0,2.0
2.5,15.0,5.0
2.5,24.0,4.0
2.5,19.0,6.0
2.5,14.0,3.0
2.5,11.0,2.0
2.5,21.0,8.0
2.5,23.0,6.0
2.5,29.0,12.0
2.5,41.0,14.0
2.5,21.0,2.0
2.5,24.0,10.0
2.5,34.0,8.0
2.5,24.0,7.0
2.5,18.0,2.0
2.5,9.0,4.0
2.5,26.0,9.0
2.5,23.0,2.0
2.5,22.0,7.0
2.5,9.0,4.0
2.5,19.0,3.0
2.5,24.0,5.0
2.5,8.0,1.0
2.5,32.0,16.0
2.5,18.0,5.0
2.5,22.0,3.0
2.5,27.0,12.0
2.5,33.0,12.0
2.5,22.0,6.0
2.5,12.0,1.0
2.5,20.0,9.0
2.5,12.0,1.0
2.5,35.0,14.0
2.5,35.0,20.0
2.5,17.0,3.0
2.5,23.0,14.0
2.5,20.0,9.0
2.5,20.0,3.0
2.5,21.0,18.0
2.5,8.0,4.0
2.5,24.0,10.0
2.5,12.0,2.0
2.5,25.0,4.0
2.5,25.0,18.0
2.5,5.0,1.0
2.5,33.0,7.0
2.5,5.0,1.0
2.5,20.0,11.0
2.5,20.0,21.0
2.5,19.0,6.0
2.5,32.0,15.0
2.5,17.0,8.0
2.5,17.0,11.0
2.5,28.0,3.0
2.5,12.0,3.0
2.5,16.0,3.0
2.5,28.0,10.0
2.5,22.0,11.0
2.5,30.0,15.0
2.5,22.0,10.0
2.5,8.0,2.0
2.5,12.0,1.0
2.5,32.0,11.0
2.5,15.0,3.0
2.5,19.0,6.0
2.5,16.0,2.0
2.5,7.0,0.0
2.5,14.0,2.0
2.5,17.0,3.0
2.5,18.0,7.0
2.5,19.0,8.0
2.5,17.0,3.0
2.5,34.0,15.0
2.5,23.0,5.0
2.5,29.0,12.0
2.5,26.0,4.0
2.5,13.0,5.0
2.5,31.0,7.0
2.5,23.0,20.0
2.5,17.0,4.0
2.5,25.0,6.0
2.5,14.0,1.0
2.5,23.0,5.0
2.5,22.0,5.0
2.5,29.0,5.0
2.5,28.0,8.0
2.5,22.0,11.0
2.5,10.0,1.0
2.5,10.0,3.0
2.5,20.0,7.0
2.5,18.0,5.0
2.5,15.0,4.0
2.5,25.0,14.0
2.5,26.0,8.0
2.5,27.0,20.0
2.5,22.0,15.0
2.5,25.0,13.0
2.5,27.0,10.0
2.5,11.0,6.0
2.5,22.0,9.0
2.5,12.0,4.0
2.5,11.0,2.0
2.5,27.0,10.0
2.5,15.0,7.0
2.5,6.0,0.0
2.5,12.0,2.0
2.5,26.0,14.0
2.5,31.0,10.0
2.5,19.0,13.0
2.5,25.0,5.0
2.5,20.0,13.0
2.5,22.0,14.0
2.5,19.0,14.0
2.5,16.0,8.0
2.5,11.0,12.0
2.5,22.0,5.0
2.5,14.0,13.0
2.5,25.0,3.0
2.5,39.0,11.0
2.5,23.0,4.0
2.5,9.0,2.0
2.5,23.0,3.0
2.5,22.0,2.0
2.5,23.0,4.0
2.5,25.0,13.0
2.5,15.0,4.0
2.5,15.0,4.0
2.5,13.0,4.0
2.5,23.0,2.0
2.5,20.0,2.0
2.5,13.0,2.0
2.5,12.0,1.0
2.5,23.0,20.0
2.5,13.0,9.0
2.5,38.0,16.0
2.5,36.0,18.0
2.5,13.0,4.0
2.5,17.0,7.0
2.5,22.0,5.0
2.5,32.0,12.0
2.5,14.0,4.0
2.5,21.0,3.0
2.5,7.0,1.0
2.5,12.0,2.0
2.5,13.0,4.0
2.5,18.0,3.0
2.5,23.0,1.0
2.5,19.0,3.0
2.5,22.0,0.0
2.5,11.0,0.0
2.5,12.0,1.0
2.5,8.0,3.0
2.5,26.0,8.0
2.5,20.0,7.0
2.5,13.0,9.0
2.5,7.0,2.0
2.5,5.0,0.0
2.5,24.0,5.0
2.5,10.0,2.0
2.5,9.0,0.0
2.5,23.0,23.0
2.5,24.0,9.0
2.5,13.0,4.0
2.5,21.0,11.0
2.5,23.0,10.0
2.5,5.0,2.0
2.5,28.0,14.0
2.5,28.0,7.0
2.5,15.0,4.0
2.5,14.0,6.0
2.5,16.0,2.0
2.5,7.0,2.0
2.5,7.0,5.0
2.5,17.0,3.0
2.5,18.0,16.0
2.5,10.0,3.0
2.5,18.0,7.0
2.5,31.0,15.0
2.5,40.0,18.0
2.5,24.0,17.0
2.5,13.0,3.0
2.5,17.0,7.0
2.5,24.0,6.0
2.5,11.0,1.0
2.5,19.0,17.0
2.5,19.0,5.0
2.5,16.0,4.0
2.5,38.0,10.0
2.5,6.0,0.0
2.5,29.0,8.0
2.5,12.0,4.0
2.5,18.0,3.0
2.5,20.0,5.0
2.5,14.0,5.0
2.5,17.0,4.0
2.5,21.0,7.0
2.5,22.0,11.0
2.5,9.0,0.0
2.5,18.0,10.0
2.5,22.0,5.0
2.5,18.0,6.0
2.5,18.0,3.0
2.5,25.0,16.0
2.5,13.0,2.0
2.5,4.0,0.0
2.5,35.0,11.0
2.5,26.0,8.0
2.5,9.0,2.0
2.5,20.0,7.0
2.5,18.0,7.0
2.5,5.0,1.0
2.5,26.0,20.0
2.5,20.0,14.0
2.5,16.0,3.0
2.5,22.0,12.0
2.5,20.0,19.0
2.5,25.0,7.0
2.5,19.0,19.0
2.5,22.0,14.0
2.5,38.0,6.0
2.5,11.0,1.0
2.5,17.0,8.0
2.5,11.0,4.0
2.5,14.0,3.0
2.5,22.0,6.0
2.5,25.0,15.0
2.5,30.0,4.0
2.5,19.0,4.0
2.5,26.0,6.0
2.5,14.0,15.0
2.5,10.0,7.0
2.5,17.0,4.0
2.5,13.0,5.0
2.5,15.0,5.0
2.5,12.0,5.0
2.5,35.0,8.0
2.5,24.0,3.0
2.5,21.0,9.0
2.5,8.0,0.0
2.5,4.0,0.0
2.5,15.0,3.0
2.5,12.0,11.0
2.5,10.0,0.0
2.5,19.0,5.0
2.5,38.0,11.0
2.5,26.0,27.0
2.5,25.0,3.0
2.5,24.0,14.0
2.5,16.0,3.0
2.5,17.0,15.0
2.5,28.0,17.0
2.5,29.0,4.0
2.5,16.0,3.0
3.0,2.0,0.0
3.0,29.0,9.0
3.0,30.0,11.0
3.0,12.0,2.0
3.0,30.0,11.0
3.0,23.0,5.0
3.0,29.0,7.0
3.0,25.0,4.0
3.0,18.0,5.0
3.0,19.0,3.0
3.0,40.0,10.0
3.0,33.0,9.0
3.0,30.0,10.0
3.0,9.0,1.0
3.0,25.0,1.0
3.0,42.0,10.0
3.0,34.0,8.0
3.0,16.0,5.0
3.0,23.0,4.0
3.0,31.0,7.0
3.0,31.0,4.0
3.0,22.0,1.0
3.0,17.0,2.0
3.0,22.0,2.0
3.0,39.0,3.0
3.0,22.0,2.0
3.0,2.0,0.0
3.0,20.0,15.0
3.0,26.0,5.0
3.0,30.0,2.0
3.0,24.0,4.0
3.0,15.0,0.0
3.0,20.0,7.0
3.0,23.0,3.0
3.0,25.0,6.0
3.0,13.0,2.0
3.0,19.0,3.0
3.0,24.0,10.0
3.0,21.0,2.0
3.0,27.0,2.0
3.0,26.0,6.0
3.0,11.0,0.0
3.0,36.0,3.0
3.0,28.0,19.0
3.0,25.0,4.0
3.0,20.0,3.0
3.0,33.0,14.0
3.0,15.0,6.0
3.0,11.0,1.0
3.0,20.0,6.0
3.0,6.0,0.0
3.0,31.0,7.0
3.0,10.0,0.0
3.0,20.0,3.0
3.0,34.0,4.0
3.0,10.0,2.0
3.0,29.0,6.0
3.0,21.0,1.0
3.0,26.0,3.0
3.0,22.0,7.0
3.0,14.0,4.0
3.0,32.0,17.0
3.0,18.0,1.0
3.0,11.0,1.0
3.0,30.0,5.0
3.0,5.0,0.0
3.0,30.0,9.0
3.0,26.0,6.0
3.0,10.0,0.0
3.0,24.0,2.0
3.0,20.0,3.0
3.0,21.0,3.0
3.0,26.0,8.0
3.0,23.0,15.0
3.0,9.0,1.0
3.0,23.0,19.0
3.0,19.0,3.0
3.0,15.0,11.0
3.0,12.0,0.0
3.0,12.0,1.0
3.0,27.0,4.0
3.0,20.0,4.0
3.0,20.0,0.0
3.0,22.0,5.0
3.0,30.0,10.0
3.0,30.0,4.0
3.0,29.0,19.0
3.0,32.0,13.0
3.0,13.0,5.0
3.0,25.0,7.0
3.0,25.0,8.0
3.0,39.0,8.0
3.0,28.0,5.0
3.0,21.0,15.0
3.0,11.0,1.0
3.0,20.0,5.0
3.0,47.0,6.0
3.0,12.0,1.0
3.0,33.0,7.0
3.0,20.0,3.0
3.0,19.0,2.0
3.0,11.0,1.0
3.0,36.0,7.0
3.0,35.0,9.0
3.0,42.0,15.0
3.0,11.0,4.0
3.0,14.0,2.0
3.0,37.0,16.0
3.0,20.0,3.0
3.0,30.0,7.0
3.0,40.0,5.0
3.0,23.0,3.0
3.0,33.0,6.0
3.0,20.0,9.0
3.0,14.0,3.0
3.0,27.0,8.0
3.0,7.0,0.0
3.0,23.0,6.0
3.0,10.0,0.0
3.0,33.0,6.0
3.0,19.0,2.0
3.0,33.0,3.0
3.0,5.0,0.0
3.0,14.0,3.0
3.0,32.0,7.0
3.0,19.0,1.0
3.0,20.0,6.0
3.0,5.0,0.0
3.0,27.0,5.0
3.0,14.0,3.0
3.0,23.0,1.0
3.0,13.0,0.0
3.0,27.0,8.0
3.0,17.0,5.0
3.0,22.0,8.0
3.0,26.0,4.0
3.0,25.0,6.0
3.0,16.0,1.0
3.0,13.0,4.0
3.0,25.0,5.0
3.0,22.0,6.0
3.0,33.0,7.0
3.0,34.0,8.0
3.0,11.0,0.0
3.0,15.0,3.0
3.0,10.0,1.0
3.0,27.0,11.0
3.0,30.0,9.0
3.0,22.0,1.0
3.0,18.0,3.0
3.0,25.0,2.0
3.0,23.0,1.0
3.0,17.0,4.0
3.0,37.0,4.0
3.0,17.0,4.0
3.0,17.0,10.0
3.0,16.0,3.0
3.0,9.0,3.0
3.0,15.0,3.0
3.0,26.0,6.0
3.0,39.0,4.0
3.0,6.0,0.0
3.0,35.0,9.0
3.0,31.0,10.0
3.0,29.0,6.0
3.0,7.0,2.0
3.0,19.0,4.0
3.0,24.0,3.0
3.0,13.0,2.0
3.0,27.0,6.0
3.0,19.0,2.0
3.0,29.0,7.0
3.0,26.0,6.0
3.0,18.0,0.0
3.0,29.0,8.0
3.0,29.0,4.0
3.0,32.0,5.0
3.0,24.0,20.0
3.0,30.0,8.0
3.0,34.0,10.0
3.0,25.0,7.0
3.0,22.0,2.0
3.0,15.0,3.0
3.0,16.0,1.0
3.0,11.0,1.0
3.0,14.0,2.0
3.0,16.0,2.0
3.0,16.0,4.0
3.0,13.0,0.0
3.0,11.0,2.0
3.0,10.0,0.0
3.0,34.0,5.0
3.0,8.0,0.0
3.0,15.0,4.0
3.0,13.0,1.0
3.0,5.0,1.0
3.0,19.0,0.0
3.0,28.0,9.0
3.0,29.0,11.0
3.0,35.0,4.0
3.0,21.0,4.0
3.0,14.0,1.0
3.0,23.0,10.0
3.0,38.0,8.0
3.0,31.0,9.0
3.0,15.0,4.0
3.0,21.0,3.0
3.0,25.0,6.0
3.0,9.0,0.0
3.0,18.0,3.0
3.0,20.0,3.0
3.0,16.0,2.0
3.0,37.0,16.0
3.0,7.0,2.0
3.0,43.0,15.0
3.0,33.0,10.0
3.0,14.0,2.0
3.0,31.0,7.0
3.0,32.0,11.0
3.0,20.0,7.0
3.0,28.0,5.0
3.0,35.0,5.0
3.0,31.0,7.0
3.0,8.0,1.0
3.0,36.0,7.0
3.0,11.0,0.0
3.0,9.0,1.0
3.0,38.0,14.0
3.0,24.0,18.0
3.0,24.0,7.0
3.0,17.0,2.0
3.0,26.0,4.0
3.0,8.0,1.0
3.0,19.0,2.0
3.0,15.0,1.0
3.0,9.0,1.0
3.0,18.0,2.0
3.0,18.0,6.0
3.0,55.0,24.0
3.0,18.0,6.0
3.0,17.0,2.0
3.0,22.0,3.0
3.0,20.0,7.0
3.0,23.0,4.0
3.0,26.0,3.0
3.0,6.0,1.0
3.0,12.0,4.0
3.0,18.0,4.0
3.0,30.0,5.0
3.0,20.0,2.0
3.0,1.0,1.0
3.0,28.0,7.0
3.0,27.0,6.0
3.0,8.0,1.0
3.0,10.0,1.0
3.0,20.0,11.0
3.0,18.0,5.0
3.0,34.0,10.0
3.0,26.0,3.0
3.0,10.0,1.0
3.0,37.0,9.0
3.0,17.0,3.0
3.0,13.0,1.0
3.0,8.0,1.0
3.0,28.0,9.0
3.0,28.0,10.0
3.0,18.0,3.0
3.0,18.0,4.0
3.0,24.0,6.0
3.0,31.0,8.0
3.0,16.0,0.0
3.0,24.0,9.0
3.0,25.0,6.0
3.0,17.0,1.0
3.0,18.0,11.0
3.0,11.0,1.0
3.0,13.0,1.0
3.0,30.0,16.0
3.0,20.0,4.0
3.0,23.0,7.0
3.0,19.0,1.0
3.0,26.0,6.0
3.0,19.0,8.0
3.0,35.0,19.0
3.0,13.0,5.0
3.0,19.0,2.0
3.0,25.0,13.0
3.0,29.0,2.0
3.0,19.0,15.0
3.0,13.0,3.0
3.0,15.0,0.0
3.0,17.0,2.0
3.0,30.0,10.0
3.0,25.0,4.0
3.0,32.0,8.0
3.0,40.0,6.0
3.0,17.0,1.0
3.0,28.0,11.0
3.0,20.0,1.0
3.0,22.0,2.0
3.5,4.0,1.0
3.5,29.0,16.0
3.5,18.0,0.0
3.5,21.0,1.0
3.5,28.0,5.0
3.5,26.0,5.0
3.5,28.0,3.0
3.5,24.0,2.0
3.5,20.0,3.0
3.5,42.0,8.0
3.5,11.0,1.0
3.5,10.0,0.0
3.5,6.0,0.0
3.5,21.0,2.0
3.5,48.0,10.0
3.5,5.0,0.0
3.5,21.0,2.0
3.5,14.0,0.0
3.5,28.0,6.0
3.5,4.0,0.0
3.5,33.0,10.0
3.5,29.0,5.0
3.5,18.0,0.0
3.5,28.0,2.0
3.5,26.0,4.0
3.5,38.0,4.0
3.5,14.0,1.0
3.5,32.0,4.0
3.5,26.0,2.0
3.5,15.0,2.0
3.5,27.0,3.0
3.5,35.0,7.0
3.5,19.0,0.0
3.5,24.0,6.0
3.5,29.0,4.0
3.5,3.0,0.0
3.5,23.0,2.0
3.5,20.0,1.0
3.5,21.0,2.0
3.5,13.0,2.0
3.5,28.0,4.0
3.5,21.0,2.0
3.5,25.0,3.0
3.5,37.0,3.0
3.5,28.0,5.0
3.5,21.0,1.0
3.5,23.0,2.0
3.5,3.0,0.0
3.5,24.0,4.0
3.5,41.0,13.0
3.5,44.0,6.0
3.5,14.0,2.0
3.5,14.0,1.0
3.5,10.0,0.0
3.5,17.0,4.0
3.5,24.0,2.0
3.5,8.0,0.0
3.5,1.0,0.0
3.5,9.0,0.0
3.5,16.0,3.0
3.5,29.0,1.0
3.5,20.0,0.0
3.5,38.0,4.0
3.5,34.0,3.0
3.5,17.0,1.0
3.5,27.0,2.0
3.5,5.0,0.0
3.5,37.0,6.0
3.5,30.0,2.0
3.5,25.0,6.0
3.5,4.0,0.0
3.5,28.0,1.0
3.5,38.0,6.0
3.5,9.0,0.0
3.5,29.0,4.0
3.5,3.0,1.0
3.5,30.0,5.0
3.5,20.0,4.0
3.5,15.0,1.0
3.5,16.0,2.0
3.5,18.0,1.0
3.5,18.0,3.0
3.5,29.0,3.0
3.5,23.0,3.0
3.5,20.0,2.0
3.5,36.0,14.0
3.5,40.0,10.0
3.5,22.0,4.0
3.5,23.0,0.0
3.5,28.0,4.0
3.5,28.0,12.0
3.5,23.0,4.0
3.5,32.0,3.0
3.5,29.0,2.0
3.5,9.0,0.0
3.5,19.0,2.0
3.5,4.0,1.0
3.5,34.0,3.0
3.5,36.0,6.0
3.5,21.0,3.0
3.5,25.0,7.0
3.5,11.0,0.0
3.5,22.0,2.0
3.5,16.0,1.0
3.5,20.0,0.0
3.5,24.0,3.0
3.5,30.0,6.0
3.5,18.0,1.0
3.5,25.0,3.0
3.5,15.0,0.0
3.5,33.0,2.0
3.5,17.0,1.0
3.5,17.0,1.0
3.5,14.0,4.0
3.5,22.0,1.0
3.5,18.0,3.0
3.5,49.0,14.0
3.5,25.0,3.0
3.5,20.0,1.0
3.5,19.0,9.0
3.5,28.0,1.0
3.5,8.0,1.0
3.5,36.0,4.0
3.5,8.0,1.0
3.5,14.0,1.0
3.5,9.0,0.0
3.5,16.0,3.0
3.5,19.0,2.0
3.5,10.0,1.0
3.5,43.0,11.0
3.5,30.0,2.0
3.5,17.0,1.0
3.5,29.0,4.0
3.5,47.0,9.0
3.5,20.0,2.0
3.5,19.0,3.0
3.5,25.0,11.0
3.5,24.0,4.0
3.5,11.0,0.0
3.5,18.0,3.0
3.5,22.0,3.0
3.5,18.0,1.0
3.5,19.0,2.0
3.5,11.0,1.0
3.5,4.0,1.0
3.5,13.0,2.0
3.5,20.0,2.0
3.5,19.0,0.0
3.5,23.0,2.0
3.5,13.0,1.0
3.5,19.0,9.0
3.5,28.0,3.0
3.5,20.0,2.0
3.5,20.0,2.0
3.5,28.0,2.0
3.5,12.0,1.0
3.5,30.0,1.0
3.5,7.0,0.0
3.5,31.0,5.0
3.5,33.0,6.0
3.5,27.0,7.0
3.5,25.0,6.0
3.5,17.0,1.0
3.5,6.0,0.0
3.5,15.0,1.0
3.5,19.0,2.0
3.5,15.0,2.0
3.5,21.0,1.0
3.5,22.0,2.0
3.5,20.0,1.0
3.5,25.0,6.0
3.5,18.0,1.0
3.5,17.0,2.0
3.5,17.0,1.0
3.5,14.0,1.0
3.5,20.0,1.0
3.5,10.0,0.0
3.5,16.0,2.0
3.5,7.0,0.0
3.5,19.0,5.0
3.5,14.0,1.0
3.5,22.0,5.0
3.5,30.0,7.0
3.5,17.0,1.0
3.5,22.0,2.0
3.5,23.0,4.0
3.5,20.0,4.0
3.5,57.0,15.0
3.5,38.0,11.0
3.5,32.0,5.0
3.5,19.0,1.0
3.5,33.0,12.0
3.5,38.0,6.0
3.5,22.0,2.0
3.5,53.0,10.0
3.5,11.0,0.0
3.5,22.0,4.0
3.5,36.0,7.0
3.5,14.0,3.0
3.5,38.0,3.0
3.5,36.0,7.0
3.5,17.0,0.0
3.5,16.0,1.0
3.5,27.0,3.0
3.5,19.0,0.0
3.5,21.0,2.0
3.5,23.0,1.0
3.5,14.0,1.0
3.5,10.0,2.0
3.5,17.0,1.0
3.5,24.0,4.0
3.5,25.0,2.0
3.5,32.0,4.0
3.5,31.0,5.0
3.5,5.0,0.0
3.5,20.0,1.0
3.5,22.0,0.0
3.5,15.0,2.0
3.5,30.0,4.0
3.5,3.0,0.0
3.5,23.0,2.0
3.5,21.0,2.0
3.5,21.0,0.0
3.5,31.0,5.0
3.5,20.0,1.0
3.5,37.0,2.0
3.5,17.0,1.0
3.5,27.0,4.0
3.5,19.0,1.0
3.5,5.0,0.0
3.5,13.0,0.0
3.5,11.0,0.0
3.5,30.0,0.0
3.5,14.0,5.0
3.5,27.0,8.0
3.5,12.0,0.0
3.5,21.0,1.0
3.5,41.0,16.0
3.5,14.0,1.0
3.5,8.0,0.0
3.5,29.0,7.0
3.5,21.0,2.0
3.5,37.0,4.0
3.5,11.0,0.0
3.5,18.0,1.0
3.5,0.0,0.0
3.5,25.0,3.0
3.5,13.0,1.0
3.5,9.0,0.0
3.5,7.0,1.0
3.5,32.0,4.0
3.5,34.0,6.0
3.5,23.0,4.0
3.5,2.0,0.0
3.5,3.0,2.0
3.5,24.0,2.0
3.5,8.0,1.0
3.5,15.0,3.0
3.5,42.0,7.0
3.5,4.0,0.0
3.5,15.0,2.0
3.5,17.0,1.0
3.5,32.0,6.0
3.5,36.0,4.0
3.5,9.0,0.0
3.5,3.0,0.0
3.5,39.0,13.0
3.5,31.0,3.0
3.5,7.0,0.0
3.5,39.0,10.0
3.5,24.0,4.0
3.5,38.0,3.0
3.5,51.0,8.0
3.5,29.0,6.0
3.5,29.0,5.0
3.5,29.0,4.0
3.5,6.0,1.0
3.5,28.0,4.0
3.5,12.0,1.0
3.5,20.0,4.0
3.5,9.0,0.0
3.5,33.0,7.0
3.5,34.0,12.0
3.5,11.0,0.0
3.5,27.0,5.0
3.5,20.0,0.0
3.5,18.0,2.0
3.5,8.0,1.0
3.5,9.0,1.0
3.5,29.0,8.0
3.5,34.0,7.0
3.5,27.0,1.0
3.5,24.0,9.0
3.5,29.0,3.0
3.5,39.0,6.0
3.5,8.0,0.0
3.5,21.0,3.0
3.5,21.0,3.0
3.5,70.0,12.0
3.5,6.0,0.0
4.0,37.0,3.0
4.0,16.0,2.0
4.0,11.0,0.0
4.0,41.0,5.0
4.0,2.0,0.0
4.0,17.0,1.0
4.0,17.0,1.0
4.0,23.0,3.0
4.0,32.0,1.0
4.0,28.0,2.0
4.0,21.0,2.0
4.0,24.0,6.0
4.0,38.0,1.0
4.0,15.0,0.0
4.0,13.0,11.0
4.0,10.0,0.0
4.0,26.0,3.0
4.0,24.0,1.0
4.0,16.0,0.0
4.0,25.0,2.0
4.0,13.0,0.0
4.0,35.0,4.0
4.0,27.0,2.0
4.0,26.0,3.0
4.0,33.0,3.0
4.0,26.0,0.0
4.0,28.0,2.0
4.0,32.0,2.0
4.0,35.0,1.0
4.0,15.0,16.0
4.0,10.0,0.0
4.0,25.0,1.0
4.0,36.0,3.0
4.0,38.0,6.0
4.0,24.0,1.0
4.0,19.0,3.0
4.0,54.0,5.0
4.0,29.0,3.0
4.0,18.0,2.0
4.0,28.0,3.0
4.0,9.0,1.0
4.0,23.0,4.0
4.0,31.0,3.0
4.0,16.0,5.0
4.0,19.0,0.0
4.0,43.0,7.0
4.0,32.0,6.0
4.0,13.0,1.0
4.0,16.0,0.0
4.0,28.0,3.0
4.0,22.0,4.0
4.0,17.0,0.0
4.0,3.0,0.0
4.0,35.0,3.0
4.0,15.0,1.0
4.0,24.0,4.0
4.0,14.0,0.0
4.0,27.0,2.0
4.0,25.0,1.0
4.0,16.0,1.0
4.0,18.0,1.0
4.0,15.0,0.0
4.0,17.0,2.0
4.0,6.0,0.0
4.0,20.0,1.0
4.0,7.0,0.0
4.0,33.0,3.0
4.0,13.0,1.0
4.0,10.0,0.0
4.0,43.0,3.0
4.0,18.0,0.0
4.0,30.0,10.0
4.0,31.0,3.0
4.0,22.0,1.0
4.0,12.0,1.0
4.0,8.0,0.0
4.0,29.0,1.0
4.0,15.0,2.0
4.0,20.0,7.0
4.0,13.0,0.0
4.0,27.0,1.0
4.0,12.0,1.0
4.0,33.0,2.0
4.0,7.0,0.0
4.0,32.0,2.0
4.0,22.0,1.0
4.0,24.0,4.0
4.0,30.0,1.0
4.0,20.0,2.0
4.0,7.0,1.0
4.0,20.0,2.0
4.0,52.0,6.0
4.0,28.0,0.0
4.0,17.0,0.0
4.0,40.0,3.0
4.0,8.0,0.0
4.0,28.0,5.0
4.0,4.0,0.0
4.0,23.0,3.0
4.0,26.0,3.0
4.0,30.0,4.0
4.0,15.0,0.0
4.0,7.0,1.0
4.0,19.0,3.0
4.0,23.0,0.0
4.0,14.0,1.0
4.0,27.0,3.0
4.0,20.0,3.0
4.0,9.0,0.0
4.0,10.0,1.0
4.0,11.0,0.0
4.0,12.0,1.0
4.0,19.0,1.0
4.0,25.0,0.0
4.0,15.0,0.0
4.0,8.0,0.0
4.0,38.0,8.0
4.0,27.0,1.0
4.0,11.0,0.0
4.0,13.0,0.0
4.0,11.0,1.0
4.0,30.0,4.0
4.0,14.0,0.0
4.0,28.0,0.0
4.0,37.0,2.0
4.0,18.0,2.0
4.0,5.0,0.0
4.0,17.0,1.0
4.0,32.0,3.0
4.0,20.0,0.0
4.0,17.0,2.0
4.0,36.0,1.0
4.0,18.0,1.0
4.0,14.0,0.0
4.0,17.0,1.0
4.0,13.0,0.0
4.0,18.0,0.0
4.0,8.0,1.0
4.0,3.0,0.0
4.0,23.0,0.0
4.0,6.0,0.0
4.0,8.0,0.0
4.0,28.0,5.0
4.0,30.0,2.0
4.0,28.0,0.0
4.0,20.0,2.0
4.0,10.0,0.0
4.0,42.0,5.0
4.0,31.0,2.0
4.0,15.0,1.0
4.0,28.0,0.0
4.0,16.0,1.0
4.0,33.0,2.0
4.0,33.0,1.0
4.0,41.0,8.0
4.0,24.0,1.0
4.0,15.0,0.0
4.0,33.0,1.0
4.0,17.0,1.0
4.0,32.0,6.0
4.0,14.0,0.0
4.0,24.0,0.0
4.0,45.0,6.0
4.0,30.0,3.0
4.0,21.0,1.0
4.0,30.0,0.0
4.0,25.0,0.0
4.0,17.0,0.0
4.0,7.0,1.0
4.0,23.0,2.0
4.0,13.0,0.0
4.0,41.0,2.0
4.0,21.0,0.0
4.0,3.0,0.0
4.0,17.0,2.0
4.0,27.0,0.0
4.0,29.0,6.0
4.0,19.0,0.0
4.0,21.0,0.0
4.0,17.0,0.0
4.0,39.0,5.0
4.0,12.0,0.0
4.0,22.0,0.0
4.0,14.0,0.0
4.0,17.0,2.0
4.0,20.0,1.0
4.0,44.0,1.0
4.0,3.0,0.0
4.0,2.0,0.0
4.0,37.0,4.0
4.0,36.0,3.0
4.0,26.0,2.0
4.0,9.0,0.0
4.0,27.0,2.0
4.0,20.0,0.0
4.0,19.0,0.0
4.0,35.0,4.0
4.0,37.0,4.0
4.0,18.0,1.0
4.0,15.0,1.0
4.0,24.0,2.0
4.0,37.0,2.0
4.0,33.0,8.0
4.0,30.0,4.0
4.0,12.0,1.0
4.0,24.0,2.0
4.0,14.0,0.0
4.0,24.0,19.0
4.0,34.0,9.0
4.0,20.0,1.0
4.0,22.0,1.0
4.0,11.0,3.0
4.0,30.0,1.0
4.0,30.0,3.0
4.0,16.0,9.0
4.0,5.0,0.0
4.0,20.0,3.0
4.0,8.0,0.0
4.0,25.0,2.0
4.0,43.0,4.0
4.0,23.0,0.0
4.0,15.0,0.0
4.0,23.0,2.0
4.0,16.0,0.0
4.0,30.0,1.0
4.0,35.0,7.0
4.0,21.0,0.0
4.0,25.0,3.0
4.0,28.0,3.0
